id, phrase
237  , ALL THE AMENITIES OF HOME
238  , ALL THINGS BEING EQUAL
239  , ALL THINGS CONSIDERED
240  , ALL WORK AND NO PLAY MAKES JACK A DULL BOY
241  , ALL-INCLUSIVE PACKAGE
242  , ALL-NIGHT FUN
243  , ALL-NIGHTT FUN
244  , ALL-OR-NOTHING
245  , ALL-WHEEL DRIVE
246  , ALMOST FINISHED
247  , ALOHA!
248  , ALONE IN A CROWD
249  , ALONG PARTY LINES
250  , ALONG THE SAME LINES
251  , ALWAYS IN DEMAND
252  , ALWAYS ON THE GO
253  , ALWAYS SAY PLEASE AND THANK YOU
254  , AMAZING HISTORY
255  , AMAZING NIGHTLIFE
256  , AMERICA'S FAVORITE PASTIME
257  , AMERICA'S HEARTLAND
258  , AMERICAN DREAM
259  , AMERICAN PRIDE
260  , AN ACCIDENT WAITING TO HAPPEN
261  , AN ACE UP YOUR SLEEVE
262  , AN ACT OF GOOD FAITH
263  , AN ADVENTURE FOR EVERYONE
264  , AN AMERICAN CLASSIC
265  , AN AMERICAN ORIGINAL
266  , AN ANSWER IS ON OUR BEHALF
267  , AN ARM & A LEG
268  , AN EASY FIX
269  , AN EXCELLENT SOURCE OF FIBER
270  , AN EXCITING NEW APP
271  , AN EXCITING PLACE TO GET MARRIED
272  , AN HOUR HAS SIXTY MINUTES
273  , ANCHORS AWEIGH
274  , AND HERE'S THE BEST PART
275  , AND MAY ALL YOUR DREAMS COME TRUE
276  , AND THE AWARD GOES TO
277  , AND THE LIST GOES ON
278  , AND THE LIST GOES ON AND ON
279  , AND THE WINNER IS
280  , AND THEN SOME
281  , AND THEY LIVED HAPPILY EVER AFTER
282  , AND THEY'RE OFF!
283  , ANDROIDS & IPHONES
284  , ANIMAL KINGDOM
285  , ANOTHER FACE IN THE CROWD
286  , ANY FINAL WORDS
287  , ANY OTHER REQUESTS?
288  , ANY PLANS FOR TONIGHT?
289  , ANYTHING AND EVERYTHING
290  , ANYTHING GOES
291  , ANYTHING IS POSSIBLE
292  , ANYTHING WILL HELP
293  , ANYTIME ANYWHERE ANYPLACE
294  , APART FROM THAT
295  , APOLOGY ACCEPTED
296  , APPLE OF MY EYE
297  , APPLE OF ONE'S EYE
298  , APPROVED NOD
299  , AR
300  , ARE WE THERE YET?
301  , ARE YOU AWAKE?
302  , ARE YOU KIDDING
303  , ARE YOU KIDDING?
304  , ARE YOU OUT OF YOUR MIND
305  , ARE YOU OUT OF YOUR MIND?
306  , ARE YOU SITTING DOWN?
307  , ARE YOU THINKING WHAT I AM THINKING?
308  , AROUND THE WORLD
309  , ARRANGED MARRIAGE
310  , ARRIVEDERCI
311  , ART FOR ART'S SAKE
312  , ARTISANAL-CHOCOLATE MECCA
313  , ARTISTIC FLARE
314  , ARTISTIC FREEDOM
315  , AS A LAST RESORT
316  , AS A MATTER OF FACT
317  , AS AMERICAN AS APPLE PIE
318  , AS COLD AS ICE
319  , AS HAPPY AS A CLAM AT HIGH TIDE
320  , AS LUCK WOULD HAVE IT
321  , AS MUCH AS HUMANLY POSSIBLE
322  , AS NIMBLE AS A DEER
323  , AS QUIET AS A LAMB
324  , AS RED AS A BEET
325  , AS RIGHT AS RAIN
326  , AS SURE AS THE SUN RISES IN THE EAST
327  , AS WELL AS CAN BE EXPECTED
328  , AS YOU WISH
329  , ASHES TO ASHES DUST TO DUST
330  , ASK A LOCAL
331  , ASK A SILLY QUESTION YOU GET A SILLY ANSWER
332  , ASK FOR THE MOON
333  , ASK NICELY
334  , ASK THE COACH
335  , ASK YOUR DOCTOR
336  , ASTRONOMICALLY SMALL
337  , AT A CROSSROADS
338  , AT A GLANCE
339  , AT A MOMENT'S NOTICE
340  , AT A MOMENTS NOTICE
341  , AT A VERY YOUNG AGE
342  , AT EACH OTHERS THROATS
343  , AT FIRST GLANCE
344  , AT ONE TIME OR ANOTHER
345  , AT THE BUZZER
346  , AT THE ELEVENTH HOUR
347  , AT THE SAME TIME
348  , AT THE STROKE OF MIDNIGHT
349  , AT THE TOP OF THE LIST
350  , AT YOUR BECK & CALL
351  , AT YOUR BECK AND CALL
352  , AT YOUR FINGERTIPS
353  , AT YOUR SERVICE
354  , ATHENS OF AUSTRALIA
355  , ATHENS OF THE SOUTH
356  , ATM INSIDE
357  , ATTENTION SHOPPERS
358  , ATTITUDE ADJUSTMENT
359  , ATTRACTING ATTENTION
360  , AU REVOIR
361  , AUSTRALIA IS THE SIXTH-LARGEST COUNTRY
362  , AUTHORIZED PERSONNEL ONLY
363  , AVAILABLE NOW
364  , AVAILABLE WHEREVER BOOKS ARE SOLD
365  , AVERAGE HEIGHT
366  , AVOID THE PITFALLS
367  , AWAKEN YOUR SENSE OF WONDER
368  , AWFULLY GOOD
369  , AWFULLY NICE
370  , AYE CARUMBA!
371  , BABY ON BOARD
372  , BABY SHOWER
373  , BACK AND FORTH
374  , BACK AT THE RANCH
375  , BACK BY POPULAR DEMAND
376  , BACK IN A FLASH
377  , BACK IN FIFTEEN MINUTES
378  , BACK IN MY DAY
379  , BACK IN THE DAY
380  , BACK IN THE SADDLE
381  , BACK ME UP
382  , BACK ON YOUR FEET AGAIN
383  , BACK TO BASICS
384  , BACK TO NATURE
385  , BACK TO SQUARE ONE
386  , BACK TO THE BASICS
387  , BACK TO THE DRAWING BOARD
388  , BACK-TO-BACK
389  , BADGE OF HONOR
390  , BAFFLES ME
391  , BAG OF TRICKS
392  , BAKE THE WORLD A BETTER PLACE
393  , BAKED FRESH DAILY
394  , BAKED OR FRIED
395  , BAKER'S DOZEN
396  , BAKERS DOZEN
397  , BAKING IS LOVE MADE VISIBLE
398  , BAKING TIMES MAY VARY
399  , BANJO MUSIC
400  , BANKERS HOURS
401  , BANNER YEAR
402  , BARKING UP THE WRONG TREE
403  , BARREL OF LAUGHS
404  , BASED ON ACTUAL EVENTS
405  , BASES LOADED
406  , BATMAN SAVES THE DAY
407  , BATTEN DOWN THE HATCHES
408  , BATTER UP
409  , BATTERIES NOT INCLUDED
410  , BATTING A THOUSAND
411  , BATTLE OF WILLS
412  , BE AN ITEM
413  , BE CAREFUL
414  , BE CONFIDENT
415  , BE CONFIDENT!
416  , BE GRATEFUL
417  , BE IN THE MOMENT
418  , BE IT EVER SO HUMBLE
419  , BE OF GOOD CHEER
420  , BE ON THE LOOKOUT FOR WILDLIFE
421  , BE ON YOUR BEST BEHAVIOR
422  , BE ONE STEP AHEAD
423  , BE PROUD OF YOURSELF
424  , BE QUICK ABOUT IT
425  , BE STILL MY HEART
426  , BE SURE TO BRUSH YOUR TEETH
427  , BE SURE YOU BUNDLE UP
428  , BE TRUE TO YOURSELF
429  , BE UNIQUE
430  , BE YOURSELF AND SUCCEED
431  , BEAT TO THE PUNCH
432  , BEATING THE ODDS
433  , BEAUTIFUL & COMPASSIONATE
434  , BEAUTY IS IN THE EYE OF THE BEHOLDER
435  , BECAUSE I SAID SO
436  , BECAUSE I SAID THAT'S WHY
437  , BECOME A FASHION ICON
438  , BEG STEAL AND BORROW
439  , BEGINNER'S LUCK
440  , BEHAVE YOURSELF
441  , BEHIND SCHEDULE
442  , BEHIND THE EIGHT BALL
443  , BEHIND THE SCENES
444  , BEHIND THE TIMES
445  , BEHIND-THE-SCENES
446  , BEING COY
447  , BEING IN THE RIGHT PLACE AT THE RIGHT TIME
448  , BELIEVE IN YOURSELF
449  , BELIEVE IT OR NOT
450  , BELLS AND WHISTLES
451  , BELOW THE HORIZON
452  , BELOW THE SURFACE
453  , BELOW ZERO
454  , BENCH RACING
455  , BEND OVER BACKWARDS
456  , BENT ON
457  , BENT ON MISCHIEF
458  , BEST AND WORST DRESSED
459  , BEST FILM OF THE YEAR
460  , BEST FRIENDS FOREVER
461  , BEST OF ALL
462  , BEST OF BOTH WORLDS
463  , BEST OF LUCK
464  , BEST OF LUCK TO YOU!
465  , BEST OF THE BEST
466  , BEST SEAT IN THE HOUSE
467  , BEST VIEW IN THE HOUSE
468  , BEST WISHES
469  , BEST-DRESSED
470  , BEST-KEPT SECRETS
471  , BET A HEAD START
472  , BET ONE'S BOTTOM DOLLAR
473  , BET YOUR BOTTOM DOLLAR
474  , BETTER AND BETTER ALL THE TIME
475  , BETTER LATE THAN NEVER
476  , BETTER SAFE THAN SORRY
477  , BETTER THAN EVER
478  , BETTER THAN EXPECTED
479  , BETTER-OFF
480  , BEWARE OF DOG
481  , BEWARE OF GREEKS BEARING GIFTS
482  , BEYOND A DOUBT
483  , BEYOND A REASONABLE DOUBT
484  , BEYOND INFINITY
485  , BEYOND THE HORIZON
486  , BEYOND WORDS
487  , BIBBIDI BOBBIDY BOO
488  , BIBBIDI- BOBBIDY- BOO!
489  , BIBBIDI-BOBBIDY-BOO!
490  , BICYCLE-BUILT-FOR-TWO
491  , BID ADIEU
492  , BIG BUSINESS
493  , BIG FINISH
494  , BIG SHOES TO FILL
495  , BIG TIME
496  , BIG-GAME COUNTRY
497  , BIG-HEARTED
498  , BIGGER AND BETTER
499  , BIRD'S EYE VIEW
500  , BIRD'S-EYE VIEW OF THE WORLD
501  , BIRDS OF A FEATHER FLOCK TOGEATHER
502  , BIRDS OF A FEATHER FLOCK TOGETHER
503  , BIRTHPLACE OF DEMOCRACY
504  , BITE OFF MORE THAN YOU CAN CHEW
505  , BITE TO EAT
506  , BITE YOUR TONGUE
507  , BITING OFF MORE THAN YOU CAN CHEW
508  , BITING REMARKS
509  , BITTEN BY THE TRAVEL BUG
510  , BITTER SWEET
511  , BITTERSWEET
512  , BLACK CAT
513  , BLAZE OF GLORY
514  , BLAZING A TRAIL
515  , BLAZING THE TRAIL
516  , BLIND LUCK
517  , BLISSFULLY QUIET
518  , BLOW THE LID OFF
519  , BLOWN OUT OF PROPORTION
520  , BOASTS NATURAL BEAUTY
521  , BODY AND SOUL
522  , BODY LANGUAGE
523  , BOILING MAD
524  , BOLD AND BRAZEN
525  , BOLD SWEET TASTE
526  , BOMBARDED WITH QUESTIONS
527  , BON APPETIT
528  , BON APPETIT!
529  , BON VOYAGE
530  , BONJOUR
531  , BOOK YOUR FLIGHT
532  , BOOKED SOLID
533  , BOOST MY EGO
534  , BOOST YOUR ENERGY
535  , BOOST YOUR METABOLISM
536  , BORED OUT OF MY SHELL
537  , BORED OUT OF MY SKULL
538  , BORN OUT OF NECESSITY
539  , BOTH OF US
540  , BOTTOM'S UP
541  , BOUNCE BACK
542  , BOUNCING BACK
543  , BOUNTY OF NATURAL BEAUTY
544  , BOW-WOW
545  , BOW-WOW!
546  , BOY AM I BUSHED
547  , BOYISH CHARM
548  , BOYS WILL BE BOYS
549  , BPA-FREE
550  , BRACE YOURSELF
551  , BRAGGING RIGHTS
552  , BRAIN CANDY
553  , BRAIN FOOD
554  , BRANCHING OUT
555  , BRAVING THE COLD
556  , BREAK A LEG
557  , BREAK IT OFF
558  , BREAK OUT THE CHAMPAGNE
559  , BREAK YOUR OLD ROUTINE
560  , BREAK YOUR OLD ROUTINES
561  , BREAKFAST INCLUDED
562  , BREAKFAST SERVED ALL DAY
563  , BREAKING ALL THE RULES
564  , BREAKING NEWS
565  , BREAKING NEWS ALERT
566  , BREAKING THE EVIL SPELL
567  , BREAKING THE ICE
568  , BREATH OF FRESH AIR
569  , BREWING ROMANCE
570  , BRIDGE THE GAP
571  , BRIDGING THE GAP
572  , BRIGHT & BEAUTIFUL
573  , BRIGHT AND BUBBLY
574  , BRIGHT AND EARLY
575  , BRIGHT FUTURE
576  , BRIGHT LIGHTS BIG CITY
577  , BRIGHTEN UP THE ROOM
578  , BRIMMING WITH OPTIMISM
579  , BRIMMING WITH POSSIBILITIES
580  , BRING ALONG THE KIDS!
581  , BRING COLOR TO LIFE
582  , BRING HOME THE BACON
583  , BRING THAT BACK
584  , BRING THE ESSENTIALS
585  , BRING THE KIDS ALONG!
586  , BRING TO A BOIL
587  , BRING YOUR APPETITE
588  , BROAD KNOWLEDGE
589  , BROADEN YOUR HORIZONS
590  , BROADEN YOUR MIND
591  , BRRR! IT'S COLD!
592  , BRRRR! IT'S COLD!
593  , BRUTE STRENGTH
594  , BUCK WILD
595  , BUCKET OF RAINWATER
596  , BUCKLE UP
597  , BUCKLE UP!
598  , BUDDY-BUDDY
599  , BUENOS DIAS!
600  , BUILD A BETTER MOUSETRAP
601  , BUILD YOUR OWN SUNDAE
602  , BUILT FOR SPEED
603  , BUILT TO LAST
604  , BUMMED OUT
605  , BUMPER CROP
606  , BUNDLE OF JOY
607  , BURIED UNDER PAPERWORK
608  , BURN THE CANDLE AT BOTH ENDS
609  , BURN THE MIDNIGHT OIL
610  , BURNING THE MIDNIGHT OIL
611  , BURNT TO A CRISP
612  , BURST INTO TEARS
613  , BURST OF ENTHUSIASM
614  , BURST YOUR BUBBLE
615  , BURSTING WITH ENERGY
616  , BURSTING WITH PRIDE
617  , BURY THE HATCHET
618  , BURYING YOUR HEAD IN THE SAND
619  , BUSINESS CASUAL
620  , BUSINESS CLASS
621  , BUSINESS IS BOOMING
622  , BUSINESS OR PLEASURE
623  , BUSINESS OR PLEASURE?
624  , BUST A MOVE
625  , BUSTING MY CHOPS
626  , BUSTLE OF THE CITY
627  , BUSTLING METROPOLIS
628  , BUSY AS A BEE
629  , BUT IT'S A DRY HEAT
630  , BUT WAIT THERE'S MORE
631  , BUTT OUT
632  , BUTTERFLIES IN MY STOMACH
633  , BUTTERY GOODNESS
634  , BUY IN BULK
635  , BUY NOW
636  , BUY ONE GET ONE FREE
637  , BUYING IN BULK
638  , BUZZING WITH EXCITEMENT
639  , BUZZWORD
640  , BUZZWORTHY
641  , BY A WIDE MARGIN
642  , BY LAND SEA OR AIR
643  , BY PROCESS OF ELIMINATION
644  , BY THE POUND
645  , BY THE PROCESS OF ELIMINATION
646  , BY THE SWEAT OF MY BROW
647  , BY THE WAY
648  , BY WORD OF MOUTH
649  , BY WORD OF MOUTH ONLY
650  , BY YOUR SIDE
651  , BYE BYE LOVE
652  , CABIN FEVER
653  , CALIFORNIA HERE WE COME
654  , CALL FIRST
655  , CALL FOR A FREE BROCHURE
656  , CALL FOR A FREE BROUCHURE
657  , CALL FOR DIRECTIONS
658  , CALL FOR MORE DETAILS
659  , CALL IT A DAY
660  , CALL ME SOMETIME
661  , CALL ME WHEN YOU GET A SECOND
662  , CALM COOL & COLLECTED
663  , CAMBRIAN PERIOD
664  , CAME OUT ON TOP
665  , CAME TO A SCREECHING HALT
666  , CAMERA SHY
667  , CAN I BUY AN A ?
668  , CAN I GET A CAB
669  , CAN I GET A CAB?
670  , CAN I GET A LITTLE HELP HERE PLEASE?
671  , CAN I GET ANYONE ANYTHING?
672  , CAN I HAVE A HUG?
673  , CAN I HAVE THESE BY FIVE
674  , CAN I HAVE THESE BY FIVE?
675  , CAN I HAVE THIS DANCE?
676  , CAN I LICK THE SPOON?
677  , CAN YOU COME BACK LATER?
678  , CAN YOU DO ME A FAVOR?
679  , CAN YOU DO ME A REALLY BIG FAVOR?
680  , CAN YOU DO THE CHARLESTON?
681  , CAN YOU FATHOM THAT?
682  , CAN YOU HEAR ME
683  , CAN YOU KEEP A SECRET
684  , CAN YOU SPARE A MINUTE?
685  , CAN YOU TOP THAT?
686  , CAN'T WAIT TO TELL THE GRANDCHILDREN
687  , CAPITAL OF AUSTRIA ON THE MAP
688  , CAPITAL OF GREECE
689  , CAPTAIN HOOK LINE AND SINKER
690  , CAREFREE LIVING
691  , CARNIAN AGE BEFORE BEAUTY
692  , CARRY THE BALL
693  , CARRYING A FULL LOAD
694  , CARTWHEEL WINDOWS
695  , CARVED BY HAND
696  , CASE CLOSED
697  , CASE DISMISSED
698  , CASE OF THE BLAHS
699  , CASE-BY-CASE BASIS
700  , CASE-BY-CASE-BASIS
701  , CASH COW
702  , CASH FLOW
703  , CAST YOUR FATE TO THE WIND
704  , CAST-IRON
705  , CAST-IRON STOMACH
706  , CASUAL DINING
707  , CAT GOT YOUR TONGUE?
708  , CAT'S MEOW
709  , CATCH A FALLING STAR
710  , CATCH A WAVE
711  , CATCH FORTY WINKS
712  , CATCH MY DRIFT
713  , CATCH YOUR BREATH
714  , CATERING TO YOUR EVERY NEED
715  , CAUGHT BETWEEN A ROCK AND A HARD PLACE
716  , CAUGHT IN THE ACT
717  , CAUGHT OFF GUARD
718  , CAUGHT OFF- GUARD
719  , CAUGHT OFF-GUARD
720  , CAUSE FOR CELEBRATION
721  , CELEBRATE BIG!
722  , CELEBRATE SUMMER
723  , CELEBRATE YOUR BIRTHDAY
724  , CELEBRATION OF LIFE
725  , CELESTIAL SEASONINGS TEAS
726  , CENOZOIC ERA
727  , CENTER OF THE MUSIC INDUSTRY
728  , CERTIFIED ORGANIC
729  , CHAIN OF EVENTS
730  , CHALLENGE YOURSELF
731  , CHANCES ARE SLIM TO NONE
732  , CHANGE OF HEART
733  , CHANGE OF SCENE
734  , CHAPTER AND VERSE
735  , CHARLEY HORSE
736  , CHASE YOUR BLUES AWAY
737  , CHECK IT OUT
738  , CHECK THE BOX
739  , CHECK YOUR CARES AT THE DOOR
740  , CHECK YOUR LOCAL LISTINGS
741  , CHECK YOUR SOURCES
742  , CHEEK TO CHEEK
743  , CHEER UP
744  , CHEERS!
745  , CHEETAHS CAN RUN UP TO SEVENTY MILES PER HOUR
746  , CHEW THE FAT
747  , CHEWING THE FAT
748  , CHIC AND SLEEK
749  , CHILD AT HEART
750  , CHILD'S PLAY
751  , CHILDLIKE INNOCENCE
752  , CHIP OFF THE OLD BLOCK
753  , CHIPPING IN
754  , CHIVALRY IS NOT DEAD
755  , CHOCOLATE COVERED STRAWBERRIES
756  , CHOOSE WISELY
757  , CHOW DOWN
758  , CIRCLE THE WAGONS
759  , CIRCULAR FILE
760  , CITY BLOCK
761  , CITY OF BIG SHOULDERS
762  , CITY OF BRIDGES
763  , CITY OF CANALS
764  , CITY OF MUSIC
765  , CITY OF WATER
766  , CITY THAT NEVER SLEEPS
767  , CLAP YOUR HANDS
768  , CLASS DISMISSED
769  , CLASSIC CARS
770  , CLASSIC ELEGANCE
771  , CLASSIC NOSTALGIA
772  , CLEAN SWEEP
773  , CLEAN UP AFTER YOURSELF
774  , CLEANS AND DEODORIZES
775  , CLEANS AND DEODORIZES!
776  , CLEAR AS A BELL
777  , CLEAR AS MUD
778  , CLEARED FOR TAKEOFF
779  , CLIMB ABOARD
780  , CLIMBING THE CORPORATE LADDER
781  , CLINICALLY PROVEN
782  , CLINKING & CLACKING
783  , CLOCK IN AND CLOCK OUT
784  , CLOSE PROXIMITY
785  , CLOSE TO HOME
786  , CLOSE TO THE EQUATOR
787  , CLOSED FOR REPAIRS
788  , CLOSED FOR THE HOLIDAYS
789  , CLOSED ON SUNDAYS AND HOLIDAYS
790  , CLOSED UNTIL FURTHER NOTICE
791  , CLOUDS AND FOG
792  , CLUMSY AS AN OX
793  , COASTAL CHARM
794  , COCK-A-DOODLE DOO!
795  , COCK-A-DOODLE-DOO!
796  , COLD SHOULDER
797  , COLLEGE DEGREE
798  , COLONIAL CHARM
799  , COLOR-COORDINATED
800  , COME AGAIN SOON
801  , COME AND GET IT
802  , COME APART AT THE SEAMS
803  , COME BACK LATER
804  , COME CLEAN
805  , COME FULL CIRCLE
806  , COME HELP OUT
